Problem,Run,Best Solution,Best Value,Constraint Violation,Violated Constraints Indexes
G1,11,"[9.28548709e-01 7.98995470e-02 4.89897139e-01 4.52947401e-01
 8.54314685e-01 8.33211478e-01 4.31861298e-01 2.18364533e-01
 3.93935770e-01 8.46039019e+01 4.31596558e+01 8.29226842e+01
 2.14204828e-01]",-214.09367443485104,727.4585256212905,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,12,"[ 0.88831451  0.16187929  0.18380736  0.12551142  0.91813085  0.66628934
  0.57038383  0.6736204   0.77160582 91.40781642 49.54750213 93.32367912
  0.89919274]",-240.51970824340034,815.581206831079,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,13,"[ 0.98987256  0.50896541  0.29839134  0.26957583  0.47141688  0.52776672
  0.554327    0.8543871   0.92715509 84.99102663 74.59420963 57.73056914
  0.18608094]",-218.61709278010264,751.8269194922499,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,14,"[7.39655209e-02 6.85308225e-02 9.48981661e-01 3.75900365e-01
 5.53082593e-01 3.24130245e-01 6.67387529e-01 4.22306245e-01
 9.17279755e-01 8.70698641e+01 5.80640646e+01 7.60706263e+01
 1.08167550e-01]",-223.64969203301078,769.0000201227742,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,15,"[ 0.16051816  0.53658264  0.34887382  0.44360118  0.85478645  0.14460744
  0.8640498   0.11130551  0.38269799 96.14907416 99.80920832 91.46496014
  0.56642601]",-289.7134459690365,1025.8594353822823,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,16,"[ 0.75893679  0.59759555  0.89832218  0.48301831  0.85359096  0.95785942
  0.62669764  0.51096957  0.40410386 87.71699007 80.34787823 80.72978814
  0.17978886]",-252.14836486368105,872.6541305060189,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,17,"[8.94680694e-01 1.13222210e-02 2.57910272e-01 3.13190344e-01
 2.14398002e-01 6.14304883e-01 9.50925048e-01 6.85456521e-01
 7.65426965e-01 8.89514452e+01 7.57730968e+01 9.60856950e+01
 2.76442978e-01]",-261.98744437112293,924.477196265261,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,18,"[ 0.71333286  0.92325633  0.87026271  0.8550706   0.30349083  0.21164315
  0.30154343  0.71572193  0.56972118 93.76264544 93.23684175 80.09357823
  0.89460778]",-267.989459304486,939.8425818287941,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,19,"[4.77124352e-01 6.55215491e-01 8.48740408e-01 3.95318793e-01
 3.62376076e-02 1.80882371e-01 5.00661531e-01 4.52903724e-01
 7.05989216e-01 8.20930625e+01 9.52607283e+01 9.02954393e+01
 5.68691167e-01]",-265.8871272824919,957.2784383737612,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,20,"[ 0.50943232  0.36138291  0.14143793  0.913813    0.94844703  0.99987031
  0.70025554  0.66059516  0.78235836 67.35861168 94.82323631 96.73059279
  0.12886044]",-264.2261445650698,936.6625209355988,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,21,"[7.46297908e-01 5.20314565e-01 3.13265507e-01 2.27028469e-02
 2.78705042e-01 7.87063672e-02 5.45219995e-01 7.26016169e-01
 1.73909313e-01 4.40317659e+01 7.15382495e+01 9.72980175e+01
 1.07179941e-01]",-211.7849406817448,778.4681687493884,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,22,"[ 0.78867807  0.28904368  0.52735793  0.13672539  0.92942989  0.29559349
  0.60330061  0.66413795  0.92503575 83.83866252 93.93618516 55.83228084
  0.46420646]",-238.11080474527142,819.5188529926022,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,23,"[6.07238446e-01 6.55898943e-01 2.99702675e-02 1.60407449e-01
 4.83735741e-01 2.96913935e-01 6.50387218e-01 2.52405403e-02
 7.91240436e-01 9.38197872e+01 7.48911708e+01 9.30060154e+01
 8.37592632e-01]",-262.8323632898878,924.985188456705,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,24,"[5.33586302e-01 6.73490921e-04 4.44391023e-01 5.47476650e-01
 9.09524995e-02 2.01457689e-02 9.82136240e-01 8.78210198e-01
 7.11829866e-01 7.25112122e+01 9.84609686e+01 8.44419991e+01
 5.73805748e-01]",-254.9916290101833,920.554320452589,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,25,"[ 0.92952376  0.9069392   0.52384635  0.91534672  0.64465668  0.46863279
  0.23604601  0.33118807  0.77202453 66.78885496 84.11487272 97.09739816
  0.31462948]",-250.4620731685369,890.6913487722865,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,26,"[4.18958844e-01 9.24148360e-01 3.29586015e-02 7.52260269e-01
 2.13275367e-01 6.74866445e-01 4.18186714e-01 9.93691330e-02
 6.42851746e-01 5.78086383e+01 7.11724027e+01 9.61365005e+01
 8.49505547e-01]",-225.58419051567148,812.8299592823506,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,27,"[ 0.52020291  0.74740845  0.61943422  0.18453263  0.47913782  0.49945386
  0.59306534  0.10710573  0.68446818 92.51702769 87.47370729 95.31560422
  0.17095174]",-274.86540357163915,977.8212909945408,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,28,"[2.64530658e-01 1.59206177e-01 1.62984998e-01 4.11728035e-02
 3.29459908e-01 7.98121088e-01 9.86790061e-02 9.56949814e-01
 2.42795607e-01 9.60624511e+01 6.76731516e+01 7.98919070e+01
 8.57273250e-01]",-244.93194626212014,851.837278428956,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,29,"[4.66910480e-01 5.10399984e-01 7.55603570e-01 8.45010340e-01
 6.83464513e-01 3.21460642e-01 8.88372862e-01 5.81719446e-01
 1.34541501e-02 9.48864838e+01 8.26111754e+01 6.91893345e+01
 8.21878049e-01]",-248.2608040482761,859.8481624734694,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
G1,30,"[ 0.61050421  0.42717837  0.96717911  0.71233295  0.20853368  0.36149246
  0.31527744  0.13946162  0.11459879 69.92993331 84.66611447 56.75801655
  0.48542266]",-209.60056132891032,744.4018932423783,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
